transportadora,cnpj,codigo,rota,cidade,razao_social,nome_mapa,latitude,longitude,codigo_ibge,tipo_match,fonte_coordenada
BRASPRESS IPN,00.641.089/0001-75,339,2,SAO GONCALO,DROGARIA BIG DE SÃO GONÇALO LTDA.,São Gonçalo,-22.8268,-43.0634,3304904,município,Base Municipios-Brasileiros
BRASPRESS IPN,29.362.154/0001-05,340,2,SAO GONCALO,DROGARIA POLLO DE SANTA LUZIA LTDA.,São Gonçalo,-22.8268,-43.0634,3304904,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.867.076/0001-20,593,2,SAO GONCALO,D ONOLATOS FARMACIA LTDA.,São Gonçalo,-22.8268,-43.0634,3304904,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.915.415/0001-74,594,2,SAO GONCALO,FARMACIA POLLO DO SALGUEIRO LTDA,São Gonçalo,-22.8268,-43.0634,3304904,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.295.013/0001-51,595,2,SAO GONCALO,DROGARIA POLLO DE ITAUNA LTDA.,São Gonçalo,-22.8268,-43.0634,3304904,município,Base Municipios-Brasileiros
BRASPRESS IPN,16.697.957/0001-79,596,2,SAO GONCALO,DROGARIA POLLO DE MARIA PAULA LTDA.,São Gonçalo,-22.8268,-43.0634,3304904,município,Base Municipios-Brasileiros
BRASPRESS IPN,71.281.588/0001-47,475,2,SAO GONCALO DO RIO ABAIXO,DROGAZITA LTDA ME,São Gonçalo do Rio Abaixo,-19.8221,-43.366,3161908,município,Base Municipios-Brasileiros
BRASPRESS IPN,52.057.899/0001-82,1386,2,SAO JOAO DO MANTENINHA,DROGARIA JOTAFARMA LTDA,São João do Manteninha,-18.723,-41.1628,3162575,município,Base Municipios-Brasileiros
BRASPRESS IPN,04.301.995/0001-81,243,2,SAO JOAO DO ORIENTE,DROGARIA E PERFUMARIA FERREIRA LTDA ME,São João do Oriente,-19.3384,-42.1575,3162609,município,Base Municipios-Brasileiros
BRASPRESS IPN,24.794.414/0001-06,561,2,SAO JOAO EVANGELISTA,FARMACIA GUERRA & GUERRA LTDA,São João Evangelista,-18.548,-42.7655,3162807,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.141.197/0001-68,1645,2,SAO JOAQUIM DE BICAS,M & R MEDICAMENTOS E PERFUMARIA LTDA,São Joaquim de Bicas,-20.048,-44.2749,3162922,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,12.141.197/0002-49,202,2,SAO JOAQUIM DE BICAS,M&R MEDICAMENTOS E PERFUMARIA EIRELI,São Joaquim de Bicas,-20.048,-44.2749,3162922,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,14.363.166/0001-87,485,2,SAO JOSE,FARMA E SHOP DROGARIA LTDA,São José,-27.6136,-48.6366,4216602,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.208.544/0001-37,344,2,SAO JOSE DA LAPA,DROGARIA POPULAR BH ME,São José da Lapa,-19.6971,-43.9586,3162955,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,03.965.112/0001-75,87,2,SAO JOSE DA LAPA,BARAO FARMA LTDA,São José da Lapa,-19.6971,-43.9586,3162955,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,08.976.754/0001-93,237,2,SAO JOSE DO CALCADO,DROGARIA FARMARI LTDA,São José do Calçado,-21.0274,-41.6636,3204807,município,Base Municipios-Brasileiros
BRASPRESS IPN,01.271.711/0003-25,1302,2,SAO JOSE DO GOIABAL,DROGARIAS RIBEIRO E RIBEIRO LTDA,São José do Goiabal,-19.9214,-42.7035,3163409,município,Base Municipios-Brasileiros
BRASPRESS IPN,06.165.458/0001-87,878,2,SAO JOSE DO JACURI,DROGARIA JACURÍ LTDA ME,São José do Jacuri,-18.281,-42.6729,3163508,município,Base Municipios-Brasileiros
BRASPRESS IPN,35.986.405/0001-25,1882,2,SAO MATEUS,DROGARIA SAO DOMINGOS LTDA,São Mateus,-18.7214,-39.8579,3204906,município,Base Municipios-Brasileiros
BRASPRESS IPN,03.456.251/0001-73,1883,2,SAO MATEUS,DROGAMARES LTDA,São Mateus,-18.7214,-39.8579,3204906,município,Base Municipios-Brasileiros
BRASPRESS IPN,75.279.221/0001-40,,2,SAO PAULO,JACIALDO MENESES DE ARAUJO SILVA (CNPJ FICTICIO),São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,40.047.636/0001-03,1493,2,SAO PAULO,FG FARMA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,39.741.054/0001-43,1521,2,SAO PAULO,DROGARIAS SALUS FARMA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,21.094.938/0001-98,1567,2,SAO PAULO,J S TEIXEIRA DROGARIA E PERFUMARIA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,21.281.020/0001-58,1621,2,SAO PAULO,TKN COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,30.071.045/0001-18,1622,2,SAO PAULO,NTK COMERCIO DE PRODUTOS FARMACEUTICOS LTD,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,44.600.784/0001-64,1623,2,SAO PAULO,MANU COMERCIO DE PRODUTOS FARMACEUTICOS SLU LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.400.383/0002-60,1624,2,SAO PAULO,HELOFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.400.383/0001-89,1625,2,SAO PAULO,HELOFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,48.876.412/0001-16,1634,2,SAO PAULO,DROGARIA DAYFARMA CARRAO LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,46.235.084/0001-43,1698,2,SAO PAULO,BIFARMA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,40.591.131/0001-05,1705,2,SAO PAULO,DROGARIA BIFARMA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,04.011.868/0001-48,1706,2,SAO PAULO,NOVA LIDER,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,21.557.436/0001-56,1707,2,SAO PAULO,DROGARIA ROBRU,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,45.970.219/0001-51,1718,2,SAO PAULO,SWFARMA II COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,28.298.620/0004-10,1739,2,SAO PAULO,DROG RENOVAR,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,53.250.281/0001-05,1744,2,SAO PAULO,PREÇO FARMA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,27.581.995/0001-88,1751,2,SAO PAULO,DROGARIA BESSA LANCA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,30.863.942/0001-64,1788,2,SAO PAULO,SANTANA FONSECA A&C FARMA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,30.863.942/0002-45,1789,2,SAO PAULO,SANTANA FONSECA A&C FARMA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,30.863.942/0003-26,1790,2,SAO PAULO,SANTANA FONSECA A&C FARMA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,56.189.160/0001-85,1799,2,SAO PAULO,DROGA STOP LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,62.093.455/0012-09,1863,2,SAO PAULO,DROGA VIVER COM SAUDE LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,61.693.880/0001-13,1864,2,SAO PAULO,DROGARIA SPM LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,64.853.237/0001-06,1911,2,SAO PAULO,DROGARIA TINGUARA LTDA ME,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,02.888.068/0001-84,1912,2,SAO PAULO,DROGARIA AUSTRIACA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,57.816.167/0001-42,1913,2,SAO PAULO,DROGARIA FERREIRA SANTOS LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,59.555.894/0001-29,1923,2,SAO PAULO,DROGARIA MORAES E ZAMBONI LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,26.694.569/0001-98,1927,2,SAO PAULO,MARCOS ROGERIO MARZOLA CELSO DROGARIA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,62.874.133/0001-44,1928,2,SAO PAULO,DROGARIA MARZOLA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.585.049/0001-32,1929,2,SAO PAULO,DROG LECER,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,17.864.655/0001-00,1930,2,SAO PAULO,DROGARIA LECER 2 LTDA - ME,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,20.626.664/0001-78,1931,2,SAO PAULO,DROGARIA LECER 3 LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,29.155.206/0001-72,1932,2,SAO PAULO,DROGARIA LECER 4 LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,42.443.767/0001-35,1933,2,SAO PAULO,DROGARIA LECER 7 LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,44.354.720/0001-20,1935,2,SAO PAULO,DROGARIA LECER 8 LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,47.794.681/0001-70,1936,2,SAO PAULO,DROGARIA LECER 9 LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,65.773.400/0001-85,1937,2,SAO PAULO,DROGARIA LECER 10 LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,03.091.313/0001-90,1938,2,SAO PAULO,DROGARIA LECER 11 LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,38.212.430/0001-40,1941,2,SAO PAULO,DROGARIA LECER 6 LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,57.077.798/0001-97,1953,2,SAO PAULO,PAGLIA ANCELOTI DROGARIA E PERFUMARIA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,05.610.972/0001-11,1960,2,SAO PAULO,FARMACIA DROGABAY TIBURCIO LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,58.097.734/0001-10,1982,2,SAO PAULO,DROGARIA SANTA CLARA VILA FORMOSA LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,53.249.421/0001-17,1986,2,SAO PAULO,DROGARIA BOLSONI LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,53.249.421/0002-06,1987,2,SAO PAULO,DROGARIA BOLSONI LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,07.439.969/0001-02,1990,2,SAO PAULO,DIFARMA DROGARIA COMERCIO DE MEDICAMENTOS LTDA,São Paulo,-23.5329,-46.6395,3550308,município,Base Municipios-Brasileiros
BRASPRESS IPN,11.001.754/0001-82,394,2,SAO SEBASTIAO DO ANTA,DROGARIA BRITO & PEIXOTO LTDA,São Sebastião do Anta,-19.5064,-41.985,3164472,município,Base Municipios-Brasileiros
BRASPRESS IPN,10.845.353/0001-46,187,2,SAO SEBASTIAO DO MARANHAO,GERALDO LUCIO MENDES GONÇALVES,São Sebastião do Maranhão,-18.0873,-42.5659,3164506,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.295.083/0001-35,248,2,SAO SEBASTIAO DO MARANHAO,DROGARIA GANDRA LTDA ME,São Sebastião do Maranhão,-18.0873,-42.5659,3164506,município,Base Municipios-Brasileiros
BRASPRESS IPN,59.120.760/0001-85,1745,2,SAPUCAIA,FARMA DA PONTE,Sapucaia,-21.9949,-42.9142,3305406,município,Base Municipios-Brasileiros
BRASPRESS IPN,04.423.169/0001-05,416,2,SARDOA,DROGARIA SARDOA LTDA,Sardoá,-18.7828,-42.3629,3165503,município,Base Municipios-Brasileiros
BRASPRESS IPN,22.371.963/0001-34,84,2,SARZEDO,DROGARIA AURORA SARZEDO LTDA ME,Sarzedo,-20.0367,-44.1446,3165537,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,33.426.116/0001-46,405,2,SATUBINHA,L P C DA SILVA FARMACIA,Satubinha,-4.04913,-45.2457,2111722,município,Base Municipios-Brasileiros
BRASPRESS IPN,03.322.321/0001-09,619,2,SERINGUEIRAS,BOLZON COMERCIO DE MEDICAMENTOS EIRELI - ME,Seringueiras,-11.8055,-63.0182,1101500,município,Base Municipios-Brasileiros
BRASPRESS IPN,28.649.473/0001-33,635,2,SEROPEDICA,FARMÁCIA UNIVERSITÁRIA LTDA.,Seropédica,-22.7526,-43.7155,3305554,município,Base Municipios-Brasileiros
BRASPRESS IPN,53.664.034/0001-47,1471,2,SERRA,DROGARIA CARMEN DOLORES LTDA,Serra,-20.121,-40.3074,3205002,município,Base Municipios-Brasileiros
BRASPRESS IPN,14.205.593/0001-37,135,2,SERRA DO RAMALHO,JOSE MILTON DA SILVA DE SERRA,Serra do Ramalho,-13.5659,-43.5929,2930154,município,Base Municipios-Brasileiros
BRASPRESS IPN,28.857.581/0001-00,502,2,SERRA DO RAMALHO,FARMACIA E DROGARIA ALVES LTDA,Serra do Ramalho,-13.5659,-43.5929,2930154,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.816.450/0001-07,686,2,SERRA DOS AIMORES,CERQUEIRA SOUZA BERNARDES E CIA LTDA,Serra dos Aimorés,-17.7872,-40.2453,3166709,município,Base Municipios-Brasileiros
BRASPRESS IPN,05.078.221/0001-04,1878,2,SETE LAGOAS,EMPREENDIMENTOS FARMACEUTICOS DE SETE LAGOAS FONSECA GUIMARAES LTDA,Sete Lagoas,-19.4569,-44.2413,3167202,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,12.606.800/0001-30,304,2,SETE LAGOAS,DROGARIA MONTEIRO GP LTDA,Sete Lagoas,-19.4569,-44.2413,3167202,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,10.790.869/0001-30,379,2,SETE LAGOAS,DROGARIA E PERFUMARIA CHAVES E FERREIRA LTDA,Sete Lagoas,-19.4569,-44.2413,3167202,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,10.543.872/0001-50,8,2,SETE LAGOAS,A.M. DROGARIA LTDA,Sete Lagoas,-19.4569,-44.2413,3167202,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,65.290.116/0001-58,265,2,SOBRALIA,DROGARIA CHRISTIANY & CRISTOGILDA LTDA ME,Sobrália,-19.2345,-42.0998,3167707,município,Base Municipios-Brasileiros
BRASPRESS IPN,50.159.547/0001-02,730,2,SUZANO,DROGARIA DONA BENTA 02,Suzano,-23.5448,-46.3112,3552502,município,Base Municipios-Brasileiros
BRASPRESS IPN,23.835.166/0001-23,1592,2,TABAPUA,DROGARIA MODELO DE TABAPUA LTDA,Tabapuã,-20.9602,-49.0307,3552601,município,Base Municipios-Brasileiros
BRASPRESS IPN,34.120.630/0001-11,34,2,TANGUA,FARMACIA VIP 6 LTDA,Tanguá,-22.7423,-42.7202,3305752,município,Base Municipios-Brasileiros
BRASPRESS IPN,42.281.744/0001-71,572,2,TANQUE NOVO,MAYARA SOUZA LOPES,Tanque Novo,-13.5485,-42.4934,2931053,município,Base Municipios-Brasileiros
BRASPRESS IPN,40.387.373/0001-81,540,2,TAPURAH,FARMACIA E DROGARIA ESTRELA COMERCIO,Tapurah,-12.695,-56.5178,5108006,município,Base Municipios-Brasileiros
BRASPRESS IPN,36.669.370/0002-44,1736,2,TARUMIRIM,OLIVEIRA & SILVA FARMACEUTICA TARUMIRIM LTDA,Tarumirim,-19.2835,-42.0097,3168408,município,Base Municipios-Brasileiros
BRASPRESS IPN,36.669.370/0001-63,702,2,TARUMIRIM,OLIVEIRA & SILVA FARMACEUTICA TARUMIRIM LTDA,Tarumirim,-19.2835,-42.0097,3168408,município,Base Municipios-Brasileiros
BRASPRESS IPN,02.554.396/0001-44,599,2,TAVARES,TAVARES COMERCIO DE MEDICAMENTOS LTDA - ME,Tavares,-7.62697,-37.8712,2516607,município,Base Municipios-Brasileiros
BRASPRESS IPN,10.210.164/0002-88,156,2,TEOFILO OTONI,DROGARIA ATUAL LTDA ME - FILIAL,Teófilo Otoni,-17.8595,-41.5087,3168606,município,Base Municipios-Brasileiros
BRASPRESS IPN,10.210.164/0001-05,24,2,TEOFILO OTONI,DROGARIA ATUAL LTDA ME - MATRIZ,Teófilo Otoni,-17.8595,-41.5087,3168606,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.383.451/0001-05,391,2,TEOFILO OTONI,FELIPE BOTELHO SENA PRATES ME - MATRIZ,Teófilo Otoni,-17.8595,-41.5087,3168606,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.849.884/0001-65,507,2,TEOFILO OTONI,DROGARIA BELA VISTA DETEÓFILO OTONI EIRIELI,Teófilo Otoni,-17.8595,-41.5087,3168606,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.922.951/0001-60,,2,TERESOPOLIS,PAULO RICARDO,Teresópolis,-22.4165,-42.9752,3305802,município,Base Municipios-Brasileiros
BRASPRESS IPN,36.463.347/0001-18,1756,2,TERESOPOLIS,DROGACENTER DE TERESOPOLIS LTDA,Teresópolis,-22.4165,-42.9752,3305802,município,Base Municipios-Brasileiros
BRASPRESS IPN,28.506.189/0001-08,1803,2,TERESOPOLIS,DROGACENTER DE TERESOPOLIS LTDA,Teresópolis,-22.4165,-42.9752,3305802,município,Base Municipios-Brasileiros
BRASPRESS IPN,59.122.628/0001-02,1824,2,TERESOPOLIS,DROGARIA IMBUI LTDA,Teresópolis,-22.4165,-42.9752,3305802,município,Base Municipios-Brasileiros
BRASPRESS IPN,64.945.852/0001-34,1946,2,TERESOPOLIS,DROGARIA SOMA I LTDA,Teresópolis,-22.4165,-42.9752,3305802,município,Base Municipios-Brasileiros
BRASPRESS IPN,23.376.817/0001-64,19,2,TIMOTEO,DROGAMENEZES LTDA EPP,Timóteo,-19.5811,-42.6471,3168705,município,Base Municipios-Brasileiros
BRASPRESS IPN,02.763.573/0001-00,325,2,TIMOTEO,DROGARIA OLIVEIRA BARAQUEL LIMITADA ME,Timóteo,-19.5811,-42.6471,3168705,município,Base Municipios-Brasileiros
BRASPRESS IPN,05.582.719/0001-00,327,2,TIMOTEO,DROGARIA E PERFUMARIA HOSAIAS LTDA ME,Timóteo,-19.5811,-42.6471,3168705,município,Base Municipios-Brasileiros
BRASPRESS IPN,25.910.647/0001-81,328,2,TIMOTEO,DROGARIA E PERFUMARIA MONTE MORIA LTDA EPP,Timóteo,-19.5811,-42.6471,3168705,município,Base Municipios-Brasileiros
BRASPRESS IPN,21.361.068/0001-76,1478,2,TREMEDAL,DROGARIA ARAUJO MARTINS LTDA,Tremedal,-14.9736,-41.4142,2931806,município,Base Municipios-Brasileiros
BRASPRESS IPN,47.704.139/0001-80,1849,2,TRES RIOS,JCR DROGARIA E PERFUMARIA LTDA,Três Rios,-22.1165,-43.2185,3306008,município,Base Municipios-Brasileiros
BRASPRESS IPN,16.749.239/0001-07,1815,2,TUIUTI,DROGARIA CAMARGO & GONCALVES LTDA,Tuiuti,-22.8193,-46.6937,3554953,município,Base Municipios-Brasileiros
BRASPRESS IPN,22.131.684/0001-01,132,2,TURMALINA,MIRIAM MACHADO LOPES,Turmalina,-17.2828,-42.7285,3169703,município,Base Municipios-Brasileiros
BRASPRESS IPN,10.653.620/0001-83,483,2,TURMALINA,FACIL DROGARIA LTDA,Turmalina,-17.2828,-42.7285,3169703,município,Base Municipios-Brasileiros
BRASPRESS IPN,08.854.518/0001-02,690,2,UBAPORANGA,MELHOR FARMA DROGARIA E PERFUMARIA LTDA,Ubaporanga,-19.6351,-42.1059,3170057,município,Base Municipios-Brasileiros
BRASPRESS IPN,34.640.644/0001-66,287,2,URANDI,REBECA MACHADO SOUZA,Urandi,-14.7678,-42.6498,2932606,município,Base Municipios-Brasileiros
BRASPRESS IPN,32.136.273/0001-54,753,2,VARGEM ALEGRE,RIBEIRO & RIBEIRO DROGARIAS LTDA (MATRIZ),Vargem Alegre,-19.5988,-42.2949,3170578,município,Base Municipios-Brasileiros
BRASPRESS IPN,36.481.975/0001-26,312,2,VARGEM ALTA,DROGARIA NOSSA SENHORA DA IMACULADA CONCEICAO LTDA,Vargem Alta,-20.669,-41.0179,3205036,município,Base Municipios-Brasileiros
BRASPRESS IPN,64.149.110/0001-00,1896,2,VARRESAI,FARIA DISTRIBUICAO E VAREJO FARMACEUTICO LTDA,Varre-Sai,-20.9276,-41.8701,3306156,grafia alternativa,Base Municipios-Brasileiros
BRASPRESS IPN,48.641.953/0001-65,1743,2,VARZEA PAULISTA,DROGARIA BIFARMA,Várzea Paulista,-23.2136,-46.8234,3556503,município,Base Municipios-Brasileiros
BRASPRESS IPN,28.298.620/0002-59,1855,2,VARZEA PAULISTA,ENZO FARMA LTDA,Várzea Paulista,-23.2136,-46.8234,3556503,município,Base Municipios-Brasileiros
BRASPRESS IPN,31.406.065/0001-65,1792,2,VESPASIANO,PRAES COMERCIO FARMACEUTICO LTDA,Vespasiano,-19.6883,-43.9239,3171204,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
BRASPRESS IPN,07.509.625/0001-22,597,2,VILA VALERIO,FARMACIA BORGO LTDA,Vila Valério,-18.9958,-40.3849,3205176,município,Base Municipios-Brasileiros
BRASPRESS IPN,45.633.717/0002-90,1841,2,VILA VELHA,DROGARIA JABAETE LTDA,Vila Velha,-20.3417,-40.2875,3205200,município,Base Municipios-Brasileiros
BRASPRESS IPN,62.382.803/0001-05,1846,2,VILA VELHA,DROGARIA REAL MEDICAMENTOS LTDA,Vila Velha,-20.3417,-40.2875,3205200,município,Base Municipios-Brasileiros
BRASPRESS IPN,12.670.393/0001-20,195,2,VILA VELHA,DROGARIA DA BARRA LTDA ME,Vila Velha,-20.3417,-40.2875,3205200,município,Base Municipios-Brasileiros
BRASPRESS IPN,36.308.930/0001-54,197,2,VILA VELHA,DROGARIA DELMA LTDA,Vila Velha,-20.3417,-40.2875,3205200,município,Base Municipios-Brasileiros
BRASPRESS IPN,20.210.181/0001-98,289,2,VILA VELHA,DROGARIA JOKERR LTDA ME,Vila Velha,-20.3417,-40.2875,3205200,município,Base Municipios-Brasileiros
BRASPRESS IPN,45.633.717/0001-09,748,2,VILA VELHA,DROGARIA JABAETE LTDA,Vila Velha,-20.3417,-40.2875,3205200,município,Base Municipios-Brasileiros
BRASPRESS IPN,18.913.259/0001-99,90,2,VILA VELHA,DROGARIA REP LTDA - ME,Vila Velha,-20.3417,-40.2875,3205200,município,Base Municipios-Brasileiros
BRASPRESS IPN,71.082.978/0001-98,369,2,VIRGEM DA LAPA,DROGARIA E PERFUMARIA ML LTDA,Virgem da Lapa,-16.807,-42.3431,3171600,município,Base Municipios-Brasileiros
BRASPRESS IPN,02.450.967/0001-09,608,2,VIRGINOPOLIS,FARMACIA DE MANIPULAÇÃO RAMOS LTDA EPP,Virginópolis,-18.8154,-42.7015,3171808,município,Base Municipios-Brasileiros
BRASPRESS IPN,47.005.575/0001-60,676,2,VIRGOLANDIA,DROGARIA LEGAL FARMA LTDA,Virgolândia,-18.4738,-42.3067,3171907,município,Base Municipios-Brasileiros
BRASPRESS IPN,13.811.037/0002-22,600,2,VITORIA DA CONQUISTA,VILMAR LUZ E CIA LTDA,Vitória da Conquista,-14.8615,-40.8442,2933307,município,Base Municipios-Brasileiros
BRASPRESS IPN,16.346.033/0001-28,607,2,XIQUEXIQUE,EDMAR NOGUEIRA DE QUEIROZ EIRELI,Xique-Xique,-10.823,-42.7245,2933604,grafia alternativa,Base Municipios-Brasileiros
L&L TRANSPORT,07.760.417/0001-00,148,1,ALVORADA DE MINAS,DROGARIA BURGARELLI LTDA ME,Alvorada de Minas,-18.7334,-43.3638,3102407,município,Base Municipios-Brasileiros
L&L TRANSPORT,08.847.566/0001-65,1627,1,BOCAIUVA,DROGARIA CELIA LTDA,Bocaiúva,-17.1135,-43.8104,3107307,município,Base Municipios-Brasileiros
L&L TRANSPORT,31.227.248/0001-13,116,1,CACHOEIRA DA PRATA,DROGA VIDA CACHOEIRA DA PRATA LTDA,Cachoeira da Prata,-19.521,-44.4544,3109600,município,Base Municipios-Brasileiros
L&L TRANSPORT,01.231.721/0001-75,1303,1,CAETANOPOLIS,MOREIRA DRUGSTORE LTDA,Caetanópolis,-19.2971,-44.4189,3109907,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
L&L TRANSPORT,14.647.407/0001-10,280,1,CAETANOPOLIS,TBR DROGARIA E PERFUMARIA LTDA,Caetanópolis,-19.2971,-44.4189,3109907,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
L&L TRANSPORT,30.549.748/0001-09,687,1,CAETANOPOLIS,FERREIRA E CARNEIRO LTDA,Caetanópolis,-19.2971,-44.4189,3109907,mapa anterior,Base Municipios-Brasileiros (código IBGE e coordenadas municipais)
L&L TRANSPORT,66.287.962/0001-81,531,1,CLARO DOS POCOES,FARMACIA DO TRABALHADOR DE CLARO DOS POCOES EIRELI,Claro dos Poções,-17.082,-44.2061,3116506,município,Base Municipios-Brasileiros
L&L TRANSPORT,07.361.228/0001-56,575,1,CORACAO DE JESUS,ANDERSON AFONSO MATTOS ME,Coração de Jesus,-16.6841,-44.3635,3118809,município,Base Municipios-Brasileiros
